Portfolio Name,Scheme Code,ISIN,Scheme Name,Transaction Date,Transaction Type,Transaction Amount,Transaction Charges,Transaction Units,Transaction NAV,NAV,Date
SIP,103819,INF740K01094/-,DSP Large & Mid Cap Fund - Regular Plan - Growth,2024-10-15,Investment (SIP),5000,0.25,7.891,633.636,621.766,2026-06-25
SIP,103819,INF740K01094/-,DSP Large & Mid Cap Fund - Regular Plan - Growth,2024-11-18,Investment (SIP),5000,0.25,8.511,587.48,621.766,2026-06-25
SIP,103819,INF740K01094/-,DSP Large & Mid Cap Fund - Regular Plan - Growth,2024-12-16,Investment (SIP),5000,0.25,8.036,622.195,621.766,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2017-07-25,Investment (SIP),5000,0.02,94.851,52.714,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2017-08-28,Investment (SIP),5000,0,97.046,51.522,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2017-09-25,Investment (SIP),5000,-0.02,96.451,51.84,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2017-10-25,Investment (SIP),5000,-0.03,91.752,54.495,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2017-11-27,Investment (SIP),5000,0.02,89.378,55.942,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2017-12-26,Investment (SIP),5000,0.02,86.11,58.065,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-01-25,Investment (SIP),5000,0.02,85.816,58.264,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-02-26,Investment (SIP),5000,0.01,88.971,56.198,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-03-26,Investment (SIP),5000,0,91.954,54.375,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-04-25,Investment (SIP),5000,0,87.707,57.008,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-05-25,Investment (SIP),5000,0,90.111,55.487,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-06-25,Investment (SIP),5000,0.02,93.573,53.434,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-07-25,Investment (SIP),5000,0,91.856,54.433,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-08-27,Investment (SIP),5000,-0.01,88.965,56.202,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-09-25,Investment (SIP),5000,0,95.938,52.117,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-10-25,Investment (SIP),5000,0,105.02,47.61,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-11-26,Investment (SIP),5000,-0.01,98.713,50.652,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2018-12-26,Investment (SIP),5000,-0.02,96.956,51.57,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-01-25,Investment (SIP),0,0,0,0,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-02-25,Investment (SIP),0,0,0,0,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-03-25,Investment (SIP),0,0,0,0,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-04-25,Investment (SIP),0,0,0,0,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-05-27,Investment (SIP),0,0,0,0,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-06-25,Investment (SIP),0,0,0,0,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-07-25,Investment (SIP),0,0,0,0,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-08-26,Investment (SIP),0,0,0,0,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-09-25,Investment (SIP),0,0,0,0,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-10-25,Investment (SIP),0,0,0,0,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-11-25,Investment (SIP),5000,-0.02,88.804,56.304,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2019-12-26,Investment (SIP),5000,-0.02,88.072,56.772,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-01-27,Investment (SIP),5000,-0.01,81.852,61.086,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-02-25,Investment (SIP),5000,-0.02,82.202,60.826,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-03-25,Investment (SIP),5000,-0.02,115.843,43.162,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-04-27,Investment (SIP),5000,-0.01,102.302,48.875,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-05-26,Investment (SIP),5000,0.02,102.631,48.718,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-06-25,Investment (SIP),5000,0.02,92.895,53.824,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-07-27,Investment (SIP),5000,0.25,89.278,56.002,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-08-25,Investment (SIP),5000,0.25,81.31,61.49,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-09-25,Investment (SIP),5000,0.25,83.051,60.201,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-10-26,Investment (SIP),5000,0.25,81.659,61.227,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-11-25,Investment (SIP),5000,0.25,74.823,66.821,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2020-12-28,Investment (SIP),5000,0.25,70.734,70.684,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-01-25,Investment (SIP),5000,0.25,69.125,72.329,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-03-01,Investment (SIP),5000,0.25,65.694,76.107,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-03-30,Investment (SIP),5000,0.25,65.789,75.997,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-04-27,Investment (SIP),5000,0.25,64.806,77.15,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-05-27,Investment (SIP),5000,0.25,60.832,82.19,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-06-25,Investment (SIP),5000,0.25,58.311,85.743,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-07-27,Investment (SIP),5000,0.25,56.897,87.873,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-08-26,Investment (SIP),5000,0.25,57.277,87.291,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-09-28,Investment (SIP),5000,0.25,54.317,92.048,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-10-25,Investment (SIP),5000,0.25,54.323,92.037,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-11-25,Investment (SIP),5000,0.25,54.578,91.607,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2021-12-27,Investment (SIP),5000,0.25,56.309,88.792,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-01-25,Investment (SIP),5000,0.25,55.594,89.933,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-02-25,Investment (SIP),5000,0.25,59.48,84.057,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-03-25,Investment (SIP),5000,0.25,58.687,85.194,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-04-25,Investment (SIP),5000,0.25,58.177,85.94,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-05-25,Investment (SIP),5000,0.25,63.707,78.481,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-06-27,Investment (SIP),5000,0.25,63.768,78.405,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-07-25,Investment (SIP),5000,0.25,59.601,83.887,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-08-25,Investment (SIP),5000,0.25,56.797,88.029,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-09-26,Investment (SIP),5000,0.25,57.815,86.478,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-10-25,Investment (SIP),5000,0.25,56.936,87.813,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-11-25,Investment (SIP),5000,0.25,57.06,87.622,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2022-12-26,Investment (SIP),5000,0.25,58.626,85.282,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-01-25,Investment (SIP),5000,0.25,58.841,84.971,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-02-27,Investment (SIP),5000,0.25,59.577,83.921,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-03-29,Investment (SIP),5000,0.25,61.468,81.339,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-04-25,Investment (SIP),5000,0.25,59.045,84.677,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-05-25,Investment (SIP),5000,0.25,56.583,88.362,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-06-27,Investment (SIP),5000,0.25,53.688,93.126,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-07-25,Investment (SIP),5000,0.25,50.888,98.25,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-08-25,Investment (SIP),5000,0.25,48.673,102.722,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-09-26,Investment (SIP),5000,0.25,47.683,104.853,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-10-25,Investment (SIP),5000,0.25,48.625,102.822,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-11-28,Investment (SIP),5000,0.25,45.114,110.824,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2023-12-26,Investment (SIP),5000,0.25,42.302,118.192,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-01-25,Investment (SIP),5000,0.25,42.658,117.205,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-02-26,Investment (SIP),5000,0.25,41.88,119.383,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-03-27,Investment (SIP),5000,0.25,43.184,115.779,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-04-25,Investment (SIP),5000,0.25,40.747,122.701,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-05-27,Investment (SIP),5000,0.25,37.679,132.694,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-06-25,Investment (SIP),5000,0.25,35.205,142.019,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-07-26,Investment (SIP),5000,0.25,33.874,147.597,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-08-26,Investment (SIP),5000,0.25,33.333,149.995,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-09-25,Investment (SIP),5000,0.25,32.695,152.92,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-10-25,Investment (SIP),5000,0.25,35.261,141.791,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-11-25,Investment (SIP),5000,0.25,34.466,145.063,153.217,2026-06-25
SIP,104481,INF740K01128/-,DSP Midcap Fund - Regular Plan - Growth,2024-12-26,Investment (SIP),5000,0.25,34.201,146.186,153.217,2026-06-25
SIP,152056,INF740KA1TE9/-,DSP Multi Asset Allocation Fund - Direct - Growth,2025-11-04,Investment (SIP),5000,0.25,326.98,15.2907,16.5496,2026-06-25
SIP,152056,INF740KA1TE9/-,DSP Multi Asset Allocation Fund - Direct - Growth,2025-12-03,Investment (SIP),5000,0.25,320.029,15.6228,16.5496,2026-06-25
SIP,152056,INF740KA1TE9/-,DSP Multi Asset Allocation Fund - Direct - Growth,2026-01-05,Investment (SIP),5000,0.25,308.341,16.215,16.5496,2026-06-25
SIP,152056,INF740KA1TE9/-,DSP Multi Asset Allocation Fund - Direct - Growth,2026-02-03,Investment (SIP),5000,0.25,301.05,16.6077,16.5496,2026-06-25
SIP,152056,INF740KA1TE9/-,DSP Multi Asset Allocation Fund - Direct - Growth,2026-03-04,Investment (SIP),5000,0.25,303.947,16.4494,16.5496,2026-06-25
SIP,152056,INF740KA1TE9/-,DSP Multi Asset Allocation Fund - Direct - Growth,2026-04-06,Investment (SIP),5000,0.25,315.271,15.8586,16.5496,2026-06-25
SIP,152056,INF740KA1TE9/-,DSP Multi Asset Allocation Fund - Direct - Growth,2026-05-04,Investment (SIP),5000,0.25,304.121,16.44,16.5496,2026-06-25
SIP,152056,INF740KA1TE9/-,DSP Multi Asset Allocation Fund - Direct - Growth,2026-06-03,Investment (SIP),5000,0.25,300.43,16.642,16.5496,2026-06-25
SIP,146196,INF754K01JN6/-,Edelweiss Small Cap Fund - Direct Plan - Growth,2026-02-23,Investment (SIP),5000,0.25,104.268,47.951,51.507,2026-06-25
SIP,146196,INF754K01JN6/-,Edelweiss Small Cap Fund - Direct Plan - Growth,2026-03-23,Investment (SIP),5000,0.25,117.788,42.447,51.507,2026-06-25
SIP,146196,INF754K01JN6/-,Edelweiss Small Cap Fund - Direct Plan - Growth,2026-04-23,Investment (SIP),5000,0.25,102.778,48.646,51.507,2026-06-25
SIP,146196,INF754K01JN6/-,Edelweiss Small Cap Fund - Direct Plan - Growth,2026-05-25,Investment (SIP),10000,0.5,199.348,50.161,51.507,2026-06-25
SIP,146196,INF754K01JN6/-,Edelweiss Small Cap Fund - Direct Plan - Growth,2026-06-23,Investment (SIP),15000,0.75,290.284,51.671,51.507,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2022-05-20,Investment (SIP),5000,0.25,347.258,14.3978,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2022-06-20,Investment (SIP),5000,0.25,370.75,13.4855,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2022-07-20,Investment (SIP),5000,0.25,335.565,14.8995,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2022-08-22,Investment (SIP),5000,0.25,318.524,15.6966,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2022-09-20,Investment (SIP),5000,0.25,309.463,16.1562,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2022-10-20,Investment (SIP),5000,0.25,314.495,15.8977,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2022-11-21,Investment (SIP),5000,0.25,307.131,16.2789,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2022-12-20,Investment (SIP),5000,0.25,306.726,16.3004,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-01-20,Investment (SIP),5000,0.25,312.787,15.9845,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-02-20,Investment (SIP),5000,0.25,315.02,15.8712,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-03-20,Investment (SIP),5000,0.25,329.041,15.1949,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-04-21,Investment (SIP),5000,0.25,316.626,15.7907,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-05-22,Investment (SIP),5000,0.25,301.644,16.575,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-06-20,Investment (SIP),5000,0.25,290.832,17.1912,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-07-20,Investment (SIP),5000,0.25,275.561,18.1439,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-08-21,Investment (SIP),5000,0.25,277.614,18.0097,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-09-21,Investment (SIP),5000,0.25,270.461,18.486,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-10-23,Investment (SIP),5000,0.25,276.052,18.1116,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-11-20,Investment (SIP),5000,0.25,262.395,19.0543,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2023-12-20,Investment (SIP),5000,0.25,247.341,20.214,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-01-24,Investment (SIP),5000,0.25,240.143,20.8199,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-02-20,Investment (SIP),5000,0.25,230.196,21.7195,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-03-20,Investment (SIP),5000,0.25,237.346,21.0652,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-04-22,Investment (SIP),5000,0.25,225.706,22.1516,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-05-21,Investment (SIP),5000,0.25,222.649,22.4557,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-06-20,Investment (SIP),5000,0.25,213.445,23.4241,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-07-22,Investment (SIP),5000,0.25,207.817,24.0584,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-08-20,Investment (SIP),5000,0.25,201.522,24.81,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-09-20,Investment (SIP),5000,0.25,192.037,26.0354,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-10-21,Investment (SIP),5000,0.25,195.153,25.6196,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-11-21,Investment (SIP),5000,0.25,204.91,24.3997,26.0333,2026-06-25
SIP,148409,INF336L01PE6/-,HSBC Focused Fund - Regular Growth,2024-12-20,Investment (SIP),5000,0.25,195.518,25.5718,26.0333,2026-06-25
SIP,120403,INF205K01MV6/-,Invesco India Midcap Fund - Direct Plan - Growth Option,2026-02-09,Investment (SIP),5000,0.25,22.749,219.78,235.25,2026-06-25
SIP,120403,INF205K01MV6/-,Invesco India Midcap Fund - Direct Plan - Growth Option,2026-03-09,Investment (SIP),5000,0.25,24.489,204.16,235.25,2026-06-25
SIP,120403,INF205K01MV6/-,Invesco India Midcap Fund - Direct Plan - Growth Option,2026-04-08,Investment (SIP),5000,0.25,24.117,207.31,235.25,2026-06-25
SIP,120403,INF205K01MV6/-,Invesco India Midcap Fund - Direct Plan - Growth Option,2026-05-08,Investment (SIP),5000,0.25,21.96,227.68,235.25,2026-06-25
SIP,120403,INF205K01MV6/-,Invesco India Midcap Fund - Direct Plan - Growth Option,2026-06-08,Investment (SIP),5000,0.25,22.759,219.68,235.25,2026-06-25
SIP,145137,INF205K013T3/-,Invesco India Smallcap Fund - Direct Plan - Growth,2026-04-20,Investment (SIP),5000,0.25,106.764,46.83,51.74,2026-06-25
SIP,145137,INF205K013T3/-,Invesco India Smallcap Fund - Direct Plan - Growth,2026-05-18,Investment (SIP),5000,0.25,106.924,46.76,51.74,2026-06-25
SIP,145137,INF205K013T3/-,Invesco India Smallcap Fund - Direct Plan - Growth,2026-06-18,Investment (SIP),5000,0.25,97.747,51.15,51.74,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2025-06-02,Investment (SIP),5000,0.25,38.588,129.568,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2025-07-01,Investment (SIP),5000,0.25,36.689,136.274,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2025-08-01,Investment (SIP),5000,0.25,37.142,134.613,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2025-09-01,Investment (SIP),5000,0.25,36.752,136.042,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2025-10-01,Investment (SIP),5000,0.25,36.688,136.276,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2025-11-03,Investment (SIP),5000,0.25,35.835,139.523,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2025-12-01,Investment (SIP),5000,0.25,36.466,137.108,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2026-01-01,Investment (SIP),5000,0.25,36.511,136.94,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2026-02-02,Investment (SIP),5000,0.25,38.167,130.995,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2026-03-02,Investment (SIP),5000,0.25,37.044,134.967,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2026-04-01,Investment (SIP),5000,0.25,40.188,124.408,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2026-05-04,Investment (SIP),5000,0.25,35.962,139.028,144.008,2026-06-25
SIP,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2026-06-01,Investment (SIP),5000,0.25,36.392,137.385,144.008,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2020-02-28,Investment (SIP),5000,0,89.633,55.783,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2020-03-30,Investment (SIP),5000,0,121.726,41.076,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2020-04-28,Investment (SIP),5000,0,105.652,47.325,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2020-05-28,Investment (SIP),5000,0,106.762,46.833,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2020-06-29,Investment (SIP),5000,0,96.965,51.565,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2020-07-28,Investment (SIP),5000,0.25,90.9426,54.977,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2020-08-28,Investment (SIP),5000,0.25,83.7998,59.663,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2020-09-28,Investment (SIP),5000,0.25,86.1654,58.025,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2020-10-28,Investment (SIP),5000,0.25,83.5073,59.872,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2020-12-01,Investment (SIP),5000,0.25,74.5742,67.044,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2020-12-28,Investment (SIP),5000,0.25,71.3781,70.046,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2021-01-28,Investment (SIP),5000,0.25,69.6014,71.834,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2021-03-03,Investment (SIP),5000,0.25,61.9026,80.768,154.526,2026-06-25
SIP,112932,INF769K01101/-,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,2021-03-31,Investment (SIP),5000,0.25,63.653,78.547,154.526,2026-06-25
